ID,RMSE,NDCG@10
1254,1.288979131107421,0.0
977,0.8872349228056221,0.0
5815,1.0678799973182707,0.0
1014,0.7944525414813964,0.06625422345438904
3215,0.8894138010792316,0.0
2477,0.9792926356802261,0.0
2502,0.7109321415427327,0.0
3770,0.9522702296611694,0.0
718,0.6674173463886968,0.1100458831490401
3592,0.7008132545446731,0.0
1374,0.8020906497677447,0.3052348839397012
339,1.0603720101161407,0.0
1841,0.8102523027357794,0.06362078819895173
3349,1.0709293388607644,0.0
3995,0.6276604871467261,0.0
265,0.7556782104247327,0.06943122193677728
803,0.7324452580458669,0.0
1326,0.9263341922349076,0.0
1489,0.779453650562118,0.0
7904,0.7123311951686473,0.0
4909,0.39140956039793745,0.0
911,0.5405857293095043,0.0
605,0.8739707434763034,0.0
126,0.7359630319495828,0.0
2444,1.1965798848659936,0.0
661,0.9933554968369391,0.08514311764162101
291,1.045937479023276,0.06362078819895173
4329,1.0846506951967454,0.0
562,1.272268861785734,0.2024832320725063
1838,1.1345994212652302,0.0
266,1.1076454933456499,0.09478836436955079
2823,0.9284111460171455,0.0
3312,0.9560418376634087,0.0
1252,1.1834654276572492,0.0
953,0.7949332795642297,0.06943122193677728
322,1.058363396586281,0.3949969211264808
409,0.8820954351502833,0.07839826897867534
3415,0.7203713859030146,0.42520843362602384
4072,0.8843340274055647,0.16104258782393985
476,0.888468148639119,0.45374257454118555
2755,0.9176948804275414,0.0
170,0.8698580473127853,0.0
577,0.8066890531051448,0.0
1135,0.9650662481189293,0.0
7149,1.0182411592328162,0.0
4258,0.8461716333436099,0.0
2857,0.5997042424368955,0.0
1255,0.89407715245511,0.09478836436955079
9025,1.9535185454481043,0.0
4129,1.2353532765112363,0.0
923,0.7805326774455977,0.2350455494144854
4037,0.19359300310106203,0.0
6775,2.386260885848081,0.0
1371,0.6764947448358343,0.0
19,0.8375752929523824,0.0
3036,1.1013931187253805,0.0
810,1.0987325825048708,0.0
202,1.1008012434180816,0.07839826897867534
1427,0.6539808569643596,0.0
92,1.1600266013525962,0.0
3303,0.3927633107283363,0.0
2341,0.9091189882989668,0.0
