ID,RMSE,NDCG@10
1254,2.8122332093370064,0.0
977,2.4513955817715405,0.0
5815,2.310524354227015,0.13886244387355456
1014,2.0795130804338116,0.0
3215,1.7280847349275337,0.0
2477,1.2023167402148964,0.1909208661789347
2502,1.580427892491438,0.37859880603906126
3770,2.03721448543618,0.0
718,1.8966039925369156,0.0
3592,1.2841770443130713,0.16927654709047396
1374,2.1365841849502196,0.1517621910780354
339,1.9360573055416883,0.0
1841,1.7879503305068831,0.06625422345438904
3349,1.9813028989970052,0.09478836436955079
3995,1.859769143303276,0.08514311764162101
265,1.6495634188081234,0.0
803,1.6625103038132005,0.0
1326,1.5807161952958304,0.13886244387355456
1489,1.109588239967747,0.2200917662980802
7904,2.0834975644925753,0.0
4909,1.1659014901600817,0.09092803061897885
911,1.6872769144490753,0.1951890007906611
605,1.7819274513866046,0.07839826897867534
126,1.8865063859051105,0.09478836436955079
2444,2.7449162256356745,0.2200917662980802
661,2.0277387338987753,0.0
291,1.263080160859368,0.0
4329,1.836645690607884,0.09478836436955079
562,2.1821399994645243,0.0
1838,2.186141965661275,0.07839826897867534
266,1.9468855860932315,0.0
2823,1.7002303201408207,0.314880130667631
3312,2.226051878166263,0.0
1252,1.6516623147422245,0.0
953,2.112734015197421,0.15457433957839828
322,1.4736077735678843,0.3622037692261085
409,1.792398708828214,0.08514311764162101
3415,1.4002073707358411,0.14782949091545264
4072,1.6996161939713645,0.26855292289002114
476,1.716883114913316,0.2784805894273037
2755,1.3932894016639426,0.0
170,1.095485445342224,0.07979453856244818
577,2.135799452353114,0.0
1135,1.770569084131337,0.0
7149,2.1778743428810934,0.07311683844390995
4258,2.1426624693654395,0.0
2857,1.997350316147621,0.18340980524840014
1255,1.9178070342991818,0.0
9025,1.9177722515263222,0.0
4129,2.2454188800018744,0.0
923,1.2546139077896,0.09092803061897885
4037,0.4984904356031827,0.0
6775,1.595889383186097,0.0
1371,2.4225089840525347,0.17630010660342915
19,2.519792858056101,0.1100458831490401
3036,1.8904392052019978,0.1879516032875281
810,1.857664566546173,0.15850703974098107
202,1.920848079543349,0.0
1427,1.5013949747899595,0.07336392209936006
92,2.056083288125218,0.07336392209936006
3303,3.293449483615994,0.0
2341,2.580307210540246,0.17318663334822615
2852,1.9916861102285996,0.39375843764607205
2891,1.8431911307606952,0.0
121,1.8072148357912396,0.0
451,1.6406715716169413,0.0
3841,1.1940746853024016,0.3903800499921017
2858,1.9555838828864192,0.1100458831490401
490,2.3330188869795343,0.07839826897867534
4899,1.8005333694529968,0.16812753627111746
1070,1.5868459219557665,0.0
3242,2.287674198511752,0.0
904,1.5243153948901684,0.07075576072108063
184,1.819643835053649,0.0
3338,1.6995261998510702,0.2026146921012121
7977,0.026085615158081055,
1854,1.4145019230578992,0.0
143,1.87217723048419,0.1951890007906611
9918,1.9363494270832737,0.0
3892,1.7427939168611886,0.09785159463516042
481,2.4415114680220564,0.06362078819895173
3100,2.0844512509959987,0.0
8982,1.3319997772176724,0.0
156,1.8541693417016374,0.07336392209936006
9859,2.582963228225708,0.0
1535,1.5360730113025478,0.1100458831490401
2637,1.9670833856684884,0.3597099118518293
429,2.078919152189348,0.0
6537,1.8511881544304616,0.0
3793,1.5885830358110933,0.16354138662029635
752,1.6872956026883636,0.0
574,2.0829954821451286,0.0
1206,1.4014923533463368,0.35707647659639197
406,2.3745045040985358,0.06625422345438904
3424,2.124283797629953,0.0
2604,1.3974596508239185,0.07336392209936006
6316,1.3514018730413206,0.0
580,1.8163560763517776,0.37466610587647853
1594,1.987555733223633,0.0
3069,2.1968871475827414,0.0
745,1.64638030651851,0.07311683844390995
1989,1.065966375747472,0.27426546945536817
335,1.266364069070293,0.3850481493391154
1508,1.7148778321849318,0.07839826897867534
1453,1.9049554804223887,0.0
2889,1.2696052051979931,0.29345568839744024
4709,1.659728906887066,0.06943122193677728
410,2.4666118945244158,0.0
480,2.042353583137591,0.08514311764162101
336,2.27780805320199,0.0
117,2.2993685056907216,0.24355227021012354
5850,2.3915488273688266,0.0
457,1.9902695439555718,0.3151625504769837
3890,2.3617403268523143,0.0
714,2.3664319132398464,0.0
311,1.93883184890155,0.08514311764162101
1488,0.6082930978509055,0.7977228895450266
3380,1.6941740533667393,0.07336392209936006
6061,2.216312262410275,0.0
805,2.2152692263747378,0.0
6164,1.6502426957304122,0.16958010263680806
7882,2.712839961051941,0.0
2840,1.7647266748456873,0.0
9015,2.5459891050909884,0.0
4545,1.6500080620285906,0.0
2451,1.506821769033618,0.0
2133,1.4784479700263877,0.0
2380,1.7692834604100356,0.17630010660342915
1065,2.0906394501424503,0.14876390584057272
1849,1.7302015666280726,0.0
418,1.6250115410056152,0.09478836436955079
3560,1.524808907470023,0.2200917662980802
4486,1.3779240401889281,0.1480409554829326
775,0.498680535275856,0.8315546295836225
39,1.4843196042718458,0.18340980524840014
3652,1.1747344362808252,0.13120507751234178
6026,2.009443539231677,0.0
3916,1.5666725822451717,0.2200917662980802
2610,1.7500432980752978,0.07336392209936006
3580,2.135764043892069,0.0
7961,1.8432430342799624,0.0
1824,1.8732171664542383,0.06625422345438904
5406,1.9768453034450757,0.0
624,1.8762008028571509,0.0
3459,1.558199859800509,0.10209739512291163
