ID,RMSE,NDCG@10
991,0.8336795274748257,0.0
177,1.339148514008252,0.0
213,0.7071067811865476,0.0
2864,1.6315598464222578,0.0
63,0.8634451013827273,0.0
3900,0.4798311418713688,0.0
1970,1.3257248037054705,0.0
5135,0.5941772852533236,0.0
3582,0.4283592034826193,0.0
434,0.5302621590379986,0.0
246,0.7110096023763185,0.0
4631,1.1496268685590323,0.0
641,1.3105728783343704,
5349,0.07405351488859857,0.0
461,0.8163519202738532,0.0
957,0.5966883083139027,0.0
4570,1.0272437002728996,0.0
2932,0.43748383087542725,0.0
3783,0.37319656810867335,0.0
2626,0.14989634751118253,0.0
2178,0.5797073492373759,0.0
3386,0.6643417665346862,0.0
1178,0.9861377441262723,0.0
309,0.8236356958096649,0.0
1665,0.34963254545645917,0.0
4304,1.9574169040255254,
472,0.5970788321902375,0.0
317,0.8795936031581029,0.0
1194,1.2617283147059777,0.0
3967,1.1799022062118782,0.0
3795,1.711708989902311,
696,1.2622211437504096,0.0
4972,0.7082366649691034,0.0
3931,0.7668562266869726,0.0
419,0.4950635200300639,0.0
856,1.7963159042715475,0.0
264,0.6219246020761436,0.07336392209936006
4014,0.0,0.0
41,0.7163423854492155,0.0
189,0.7846059663645196,0.0
1473,1.3160399244592753,0.0
844,1.31562298173076,
5203,0.4987994528019452,0.0
817,0.6472489354376662,0.0
1434,0.3368747807755903,0.0
1583,0.4525507654485264,0.0
4368,1.275008769688164,0.0
3262,0.5044356433298854,0.0
376,0.3880756513503373,0.0
3237,1.1629226900300973,0.0
806,0.8965988058959401,0.0
1412,0.21651447001967247,0.0
3342,0.4561456970638549,0.0
1705,1.5625264004040227,0.0
4555,1.8329028138016863,
4407,1.1245809661526314,0.0
243,1.070073267118902,0.0
401,0.4476209474021433,0.0
3691,0.4413230747131732,0.0
5325,0.35263743500308575,0.0
3609,1.2496761869546882,
449,0.35965989973277673,0.0
5271,0.5406952389443505,0.0
1576,1.0803458958583612,0.0
1859,0.9908716934541503,0.0
2435,1.0009742845555194,0.0
3707,2.34465264567398,
1820,0.9329835992573839,0.0
1971,1.7598788156935794,0.0
364,0.5730784730781194,0.0
115,0.40762820205991623,
4206,1.4459240022931201,0.0
3121,0.08447700758162843,0.0
2326,0.22285518441421726,0.0
2053,0.9891542337050493,0.0
52,0.8434181767167596,0.0
786,0.17477908143510748,0.0
2003,1.386363832117245,0.0
430,0.937858601356945,0.0
5264,2.3603900985092903,
3581,0.1209833126283204,0.0
1753,0.8465448084944418,0.0
4377,0.5008662102975929,0.0
354,0.7606848256896029,0.0
878,0.3042906929450837,0.0
4529,0.9960339202897384,0.0
1848,0.741453871099227,0.0
3120,1.1507513963967515,0.0
4556,0.47730840648982925,0.0
631,0.8397367553981575,0.0
3636,0.17228967055262068,0.0
5077,1.939638945599959,
197,1.4273579801714753,0.0
397,0.38463721545238494,0.0
57,0.7677054321994545,0.0
5364,0.7243946531502532,0.0
2046,1.0316384221575676,
4906,0.05273407004433217,0.0
2787,0.5768972794229628,0.0
94,0.5991042796456285,0.0
3942,0.7186124812311528,0.0
5478,0.5263728338250435,0.0
1558,0.1269784929300028,0.0
1824,0.39027154548784637,0.0
211,0.45775945506747945,0.0
270,1.0091727901672864,0.0
3457,0.6123120943351732,0.0
412,0.6299792494328168,0.0
4665,0.12970578963877166,0.0
2693,0.8403344085844471,0.0
1344,0.6717997362547831,0.0
3686,0.5951898920071915,0.0
2271,0.8448010715869199,0.20210734650054757
5451,0.4646984069781848,0.0
883,2.6277483168290043,
172,0.40820320050844494,0.0
1867,1.2216503025368124,0.0
1601,0.6995501965578932,0.0
3292,0.7894212205225788,0.0
3661,0.8927435315932541,0.0
582,0.5769507441725923,0.06625422345438904
4448,0.7443042351950251,0.0
5329,1.9121274129810488,0.0
917,0.44553731860933377,0.0
1331,1.0999949916097154,0.0
1727,1.1208185582888266,0.0
1730,1.6582053593235437,
167,0.3438651123923894,0.0
417,0.8599841179189132,0.0
142,0.7158681399700859,0.0
5072,0.8787208176641492,0.0
2346,1.5706148930008694,0.0
1439,0.1726852822810129,0.0
108,0.45526759375920256,0.0
2831,1.0038483955114899,0.0
1616,0.7443822793779423,0.0
1984,0.23564070791480596,0.0
4735,0.8035596280361842,0.0
1663,1.0391967522679781,0.0
352,0.28130833934483296,0.0
1060,0.4923967014481562,0.0
1483,1.5169982094708445,0.0
5024,0.726276848048931,0.0
312,2.1202378054383164,0.0
59,0.5566570896171709,0.0
2821,0.5130515470904459,0.0
2715,0.43324470284851735,0.0
497,0.3223229404263376,0.0
1672,1.6083065114198813,0.0
1980,0.8109510478620752,0.0
4269,0.8878605668149273,0.0
3297,0.4215601680575763,0.0
2739,0.6132195738470853,0.0
570,0.5773455336556782,0.0
1436,0.15008447689840718,0.0
1142,2.4173000832142555,0.0
146,0.6698810163065337,0.0
5088,0.7835864134913567,0.0
1511,0.2572059575702017,0.0
4155,1.9652817135922298,0.0
4761,0.7087908750876669,0.0
