ID,RMSE,NDCG@10
4647,0.7107011065953418,0.0
8142,0.7813597847888262,0.0
16979,0.5905198090663788,0.2784805894273037
22897,0.6534128620540444,0.18844415212771543
67751,1.0286309677314185,0.0
31625,0.5661238237815052,0.18844415212771543
27060,0.6239047036748205,0.06943122193677728
2140,0.5791043536921209,0.0
5516,0.7665090412348766,0.07839826897867534
11017,0.5239978340139635,0.0
43075,0.7745714509867153,0.2200917662980802
2509,0.8535896282839432,0.07336392209936006
2238,0.9472912818223796,0.0
16188,1.1190885307021503,0.0
11261,0.6188432159014666,0.09478836436955079
22639,0.6186474081696356,0.17318663334822615
9559,0.730555968302642,0.0
11360,0.6437905422340896,0.2024832320725063
15602,0.635463789787632,0.06625422345438904
9175,0.8056166361793565,0.22716217481924805
50340,0.5715351838177778,0.13120507751234178
14288,0.9289866821732129,0.21801641453242443
7782,1.1156455976902075,0.3052348839397012
33371,0.8918598273433871,0.09478836436955079
17619,0.7370818638218185,0.0
24591,1.047704157039051,0.0
30157,0.5669643970464374,0.0
24115,0.9010920569036169,0.0
4189,0.6227483069384228,0.0
4812,0.9923949391656781,0.09478836436955079
30612,0.7586655341607832,0.0
5881,0.7930493113670608,0.21501812929496178
9929,1.1666084006201622,0.0
18137,1.076030333494557,0.0
772,0.7562201352262995,0.0
1975,0.8903043745168873,0.0
54412,0.48970735988865977,0.06943122193677728
14342,0.7150350931851881,0.0
21707,1.0075483762396646,0.0
16347,0.623212326184941,0.16354138662029635
4905,0.7467242201483446,0.0
31370,0.8395154942257291,0.06362078819895173
4329,0.56192500456766,0.06943122193677728
3527,0.7391814076604748,0.09478836436955079
42782,0.8684778509134349,0.0
18701,0.9523831399979068,0.0
5211,0.7362442410836695,0.07336392209936006
1791,1.0196889681884032,0.5271064966405457
5138,0.8002772127971823,0.0
36558,0.4615149710604057,0.0
21603,0.8299906489617624,0.2172607128522299
15696,0.7114816083077466,0.0
2964,0.8148440569587359,0.0
6517,0.7232581232413888,0.07336392209936006
27634,0.8470324646033927,0.17993148201117182
62122,0.727832990223437,0.0
62858,0.6009834868875789,0.0
41008,0.654828093018552,0.1100458831490401
35345,1.235562654777819,0.0
3204,0.6590357301719101,0.09478836436955079
12313,0.7249814088172809,0.09478836436955079
11941,0.7624721868291272,0.0
4334,0.5940583062897122,0.0
12678,0.7781886617327595,0.13886244387355456
4231,0.6127235976676894,0.0
6607,0.660809628859686,0.14279514403613736
3598,0.7225414482485588,0.16815228646891087
8449,0.8556639187748482,0.06625422345438904
30220,0.5692775809800196,0.0
10554,0.5838961100002857,0.18844415212771543
3095,0.8776550715559537,0.13886244387355456
8613,0.7091956486105829,0.0
14936,0.7701258609495675,0.0
63212,0.8538549682703849,0.0
17815,0.6718344522814808,0.15139734109601005
17685,0.6274142890735996,0.22400556151517556
29591,0.6766140214929326,0.0
31308,1.8797237603264971,0.0
9124,0.8166160700233718,0.07839826897867534
32974,1.1453660618120778,0.0
11706,0.9118094885317488,0.0
